Total Objects,CPU Usage
1019,14.395717971807795
1020,14.395717971807795
1021,12.511802648840526
1022,12.511802648840526
1023,12.511802648840526
1024,11.955609061301214
1025,11.955609061301214
1026,11.955609061301214
1027,11.809991782135318
1028,11.809991782135318
1029,11.809991782135318
1030,12.961848747393843
1031,12.961848747393843
1032,12.961848747393843
1033,12.51576338311462
1034,12.51576338311462
1035,12.51576338311462
1036,12.683971909938524
1037,12.683971909938524
1038,13.87723886120294
1039,13.87723886120294
1040,13.87723886120294
1041,11.858526108424973
1042,11.858526108424973
1043,11.858526108424973
1044,12.347135059680124
1045,10.748536694214451
1046,10.748536694214451
1047,10.748536694214451
1048,12.405314221286218
1049,12.405314221286218
1050,10.439750274491994
1051,10.439750274491994
1052,10.439750274491994
1053,11.964701641499635
1054,11.964701641499635
1055,9.084670289940039
1056,11.268401176192711
1057,11.268401176192711
1058,11.151036537640406
1059,10.663175757657907
1060,10.663175757657907
1061,10.575826287995021
1062,10.575826287995021
1063,13.384400616897448
1064,13.384400616897448
1065,12.433953326719132
1066,12.433953326719132
1067,12.433953326719132
1068,13.308782143796517
1069,13.308782143796517
1070,13.308782143796517
1071,11.464064346478631
1072,11.464064346478631
1073,12.507723626548453
1074,12.507723626548453
1075,19.564524457256173
1076,24.854362307970764
1077,24.854362307970764
1078,12.235566338639755
1079,12.235566338639755
1080,11.880768742206216
1081,11.880768742206216
1082,11.880768742206216
1083,11.722512236868491
1084,11.722512236868491
1085,11.722512236868491
1086,11.965206230133125
1087,11.965206230133125
1088,11.965206230133125
1089,13.28797219530543
1090,13.28797219530543
1091,12.682632292328549
1092,12.682632292328549
1093,12.682632292328549
1094,12.682632292328549
1095,12.718847980019499
1096,12.718847980019499
1097,12.718847980019499
1098,13.247764949314114
1099,13.247764949314114
1100,13.247764949314114
1101,14.603565163751774
1102,14.603565163751774
1103,14.603565163751774
1104,14.603565163751774
1105,12.482975717716178
1106,12.482975717716178
1107,12.482975717716178
1108,12.482975717716178
1109,12.437821946111175
1110,12.437821946111175
1111,12.437821946111175
1112,12.437821946111175
1113,12.746633924534883
1114,12.746633924534883
1115,11.593695760053755
1116,11.593695760053755
1117,11.593695760053755
1118,11.593695760053755
1119,11.622834146140901
1120,11.622834146140901
1121,11.622834146140901
1122,12.106120945902218
1123,12.106120945902218
1124,12.106120945902218
1125,12.333135418484662
1126,12.333135418484662
1127,12.333135418484662
1128,12.472581417362372
1129,12.472581417362372
1130,12.472581417362372
1131,15.124858921521051
1132,15.124858921521051
1133,15.124858921521051
1134,15.124858921521051
1135,12.258431031586486
1136,12.258431031586486
1137,12.258431031586486
1138,12.258431031586486
1139,12.4982778843461
1140,12.4982778843461
1141,12.4982778843461
1142,12.813668668709466
1143,12.813668668709466
1144,12.813668668709466
1145,12.421846999695468
1146,12.421846999695468
1147,11.41321370386213
1148,11.41321370386213
1149,11.41321370386213
1150,13.092626995921524
1151,13.092626995921524
1152,13.092626995921524
1153,13.092626995921524
1154,12.70672556878772
1155,12.70672556878772
1156,12.70672556878772
1157,12.70672556878772
1158,11.338361858291439
1159,11.338361858291439
1160,11.338361858291439
1161,18.512393215288906
1162,18.512393215288906
1163,18.512393215288906
1164,18.512393215288906
1165,12.052510306780887
1166,12.052510306780887
1167,12.052510306780887
1168,12.052510306780887
1169,12.187399841732208
1170,12.187399841732208
1171,12.187399841732208
1172,12.187399841732208
1173,12.273484043939373
1174,12.273484043939373
1175,12.273484043939373
1176,12.273484043939373
1177,12.476043576736336
1178,12.476043576736336
1179,12.476043576736336
1180,12.476043576736336
1181,12.049171133866437
1182,12.049171133866437
1183,12.049171133866437
1184,12.046283793261175
1185,12.046283793261175
1186,12.046283793261175
1187,12.046283793261175
1188,12.046283793261175
1189,12.094907676183134
1190,12.094907676183134
1191,12.094907676183134
1192,12.094907676183134
1193,16.98670123863126
1194,16.98670123863126
1195,16.98670123863126
1196,11.994625640057214
1197,11.994625640057214
1198,11.994625640057214
1199,11.994625640057214
1200,12.53059814539586
1201,12.53059814539586
1202,12.53059814539586
1203,12.53059814539586
1204,11.888822853323019
1205,11.888822853323019
1206,11.888822853323019
1207,11.939454548406847
1208,11.939454548406847
1209,11.939454548406847
1210,11.823924547848396
1211,11.823924547848396
1212,11.823924547848396
1213,15.572445654625872
1214,15.572445654625872
1215,15.572445654625872
1216,10.981599173855757
1217,10.981599173855757
1218,10.981599173855757
1219,12.252256914732722
1220,12.252256914732722
1221,12.252256914732722
1222,12.332323452071874
1223,12.332323452071874
1224,11.394733627590934
1225,11.394733627590934
1226,11.963028199824297
1227,11.963028199824297
1228,11.963028199824297
1229,12.170719631372535
1230,12.170719631372535
1231,12.170719631372535
1232,12.170719631372535
1233,12.309143521856218
1234,12.309143521856218
1235,12.309143521856218
1236,12.255605350544686
1237,12.255605350544686
1238,12.255605350544686
1239,11.68514578237102
1240,10.786196296703961
1241,10.786196296703961
1242,10.786196296703961
1243,10.786196296703961
1244,12.247599235395958
1245,12.247599235395958
1246,11.743171250457241
1247,11.743171250457241
1248,11.743171250457241
1249,11.743171250457241
1250,11.721902459142605
1251,11.721902459142605
1252,11.721902459142605
1253,12.330820109709927
1254,12.330820109709927
1255,11.902283962595977
1256,11.902283962595977
1257,11.993823896210717
1258,11.993823896210717
1259,11.505615378482831
1260,11.505615378482831
1261,11.505615378482831
1262,11.505615378482831
1263,12.239721506189447
1264,12.239721506189447
1265,12.239721506189447
1266,12.239721506189447
1267,12.239367563482661
1268,12.239367563482661
1269,12.239367563482661
1270,12.239367563482661
1271,12.417972425719839
1272,12.417972425719839
1273,12.417972425719839
1274,12.239561129038599
1275,12.239561129038599
1276,12.239561129038599
1277,11.565833489107119
1278,11.565833489107119
1279,11.565833489107119
1280,12.437213929004223
1281,12.437213929004223
1282,12.437213929004223
1283,12.437213929004223
1284,12.44572142687262
1285,12.44572142687262
1286,12.44572142687262
1287,12.44572142687262
1288,14.343244003136126
1289,14.343244003136126
1290,14.343244003136126
1291,11.97258603452434
1292,11.97258603452434
1293,11.97258603452434
1294,11.97258603452434
1295,12.563005393448973
1296,12.563005393448973
1297,12.563005393448973
1298,11.27357688227698
1299,11.27357688227698
1300,11.27357688227698
1301,10.691412201552792
1302,10.691412201552792
1303,11.669256308026544
1304,11.669256308026544
1305,11.669256308026544
1306,12.153874163624888
1307,12.153874163624888
1308,14.600102736804981
1309,14.600102736804981
1310,14.600102736804981
1311,11.857938481900549
1312,11.857938481900549
