Total Objects,CPU Usage
2049,11.778341985898471
2050,12.863459067010877
2051,12.863459067010877
2052,12.863459067010877
2053,12.863459067010877
2054,12.045514137234457
2055,12.045514137234457
2056,12.045514137234457
2057,11.58290925985951
2058,11.58290925985951
2059,11.58290925985951
2060,11.58290925985951
2061,12.160165435932031
2062,12.160165435932031
2063,12.160165435932031
