Total Objects,CPU Usage
2019,11.453566679088738
2020,11.347446186808282
2021,11.347446186808282
2022,11.347446186808282
2023,11.347446186808282
2024,11.347446186808282
2025,11.86775231006794
2026,11.86775231006794
2027,11.86775231006794
2028,11.86775231006794
2029,13.143688159720366
2030,13.143688159720366
2031,13.143688159720366
2032,10.111973577666515
2033,10.111973577666515
