Total Objects,CPU Usage
4,15.458909476583585
5,15.458909476583585
6,15.458909476583585
7,20.668892976152307
8,20.668892976152307
9,20.668892976152307
10,20.35578566571741
11,20.35578566571741
12,20.35578566571741
13,20.932538851279265
14,20.932538851279265
15,20.932538851279265
16,17.73418350166024
17,17.73418350166024
18,17.73418350166024
