Total Objects,CPU Usage
19,16.002082209225158
20,16.002082209225158
21,19.433875074028116
22,19.433875074028116
23,19.433875074028116
24,22.442123760893608
25,22.442123760893608
26,22.442123760893608
27,18.4027679629682
28,18.4027679629682
29,20.330037503552063
30,20.330037503552063
31,25.653610640915353
32,25.653610640915353
33,17.739987779082426
34,17.739987779082426
35,17.739987779082426
36,15.420046000587787
37,15.420046000587787
38,20.369698972385997
39,20.369698972385997
40,20.369698972385997
41,17.80313261654346
42,17.80313261654346
43,11.75683475459447
44,11.75683475459447
45,20.969075856733127
46,20.969075856733127
47,11.320656838154914
48,11.320656838154914
49,11.320656838154914
50,12.07953496138953
51,12.07953496138953
52,12.514044853831589
53,12.514044853831589
54,16.36863021102358
55,16.36863021102358
56,16.36863021102358
57,12.610636526537194
58,12.610636526537194
59,14.276123341320043
60,14.276123341320043
61,14.276123341320043
62,13.506592946201643
63,13.506592946201643
64,13.506592946201643
65,15.005351323814878
66,15.005351323814878
67,15.005351323814878
68,20.801451164321204
69,20.801451164321204
70,20.801451164321204
71,15.24721467948159
72,15.24721467948159
73,15.24721467948159
74,18.54442760225793
75,18.54442760225793
76,18.54442760225793
77,13.201163744591838
78,13.201163744591838
79,13.201163744591838
80,19.34291562951795
81,19.34291562951795
82,19.34291562951795
83,17.662183940900995
84,17.662183940900995
85,17.662183940900995
86,16.050576662783712
87,16.050576662783712
88,16.050576662783712
89,16.363808825430365
90,16.363808825430365
91,16.363808825430365
92,21.413282900769445
93,21.413282900769445
94,20.9774524921062
95,20.9774524921062
96,20.9774524921062
97,17.849709378171788
98,17.849709378171788
99,17.849709378171788
100,16.1267254674723
101,16.1267254674723
102,16.1267254674723
103,15.580371583635833
104,15.580371583635833
105,15.580371583635833
106,14.378892529427578
107,14.378892529427578
108,14.378892529427578
109,14.393116212369256
110,14.393116212369256
111,14.393116212369256
112,17.286290284662332
113,17.286290284662332
114,17.286290284662332
115,13.613245474390892
116,13.613245474390892
117,13.613245474390892
118,13.241546685801994
119,13.241546685801994
120,13.241546685801994
121,17.169510736453066
122,17.169510736453066
123,17.169510736453066
124,15.032231853845612
125,15.032231853845612
126,15.032231853845612
127,12.01563860015249
128,12.01563860015249
129,12.01563860015249
130,12.458657191974153
131,12.458657191974153
132,13.62597572607472
133,13.62597572607472
134,13.62597572607472
135,14.303862165647372
136,14.303862165647372
137,14.303862165647372
138,14.303862165647372
139,13.170153608242789
140,13.170153608242789
141,12.824109057700763
142,12.824109057700763
143,12.824109057700763
144,17.2996173785959
145,17.2996173785959
146,17.2996173785959
147,23.299928346876857
148,23.299928346876857
149,23.299928346876857
150,12.562943938544663
151,12.562943938544663
152,12.562943938544663
153,13.189312577745566
154,13.189312577745566
155,13.189312577745566
156,14.65046292649959
157,14.65046292649959
158,14.65046292649959
159,14.65046292649959
160,13.148116577927729
161,13.148116577927729
162,13.148116577927729
163,14.91575654136852
164,14.91575654136852
165,14.91575654136852
166,13.413530760088552
167,13.413530760088552
168,13.413530760088552
169,13.58436415894311
170,13.58436415894311
171,13.58436415894311
172,17.058780082313152
173,17.058780082313152
174,17.058780082313152
175,14.228975720802165
176,14.228975720802165
177,14.228975720802165
178,14.228975720802165
179,14.69751645066489
180,14.69751645066489
181,14.69751645066489
182,13.408898949006732
183,13.408898949006732
184,13.408898949006732
185,13.157345667726988
186,13.157345667726988
187,13.157345667726988
188,13.608960774340225
189,13.608960774340225
190,11.879094010959937
191,11.879094010959937
192,11.879094010959937
193,14.773652730149205
194,14.773652730149205
195,14.773652730149205
196,17.56561863084721
197,17.56561863084721
198,15.406660910026021
199,15.406660910026021
200,15.406660910026021
201,11.66617637616083
202,11.66617637616083
203,11.66617637616083
204,12.669996439336822
205,12.669996439336822
206,11.735442934108587
207,11.735442934108587
208,11.735442934108587
209,12.536386755101939
210,12.536386755101939
211,12.536386755101939
212,12.278806844872719
213,12.278806844872719
214,12.278806844872719
215,13.704075249232986
216,13.704075249232986
217,15.883362148140407
218,15.883362148140407
219,23.42346056332486
220,23.42346056332486
221,23.42346056332486
222,12.850076619940284
223,12.850076619940284
224,15.359610505835963
225,15.359610505835963
226,15.359610505835963
227,15.359610505835963
228,15.052799105509877
229,15.052799105509877
230,15.052799105509877
231,14.990466005121364
232,14.990466005121364
233,14.990466005121364
234,12.88391777964869
235,12.88391777964869
236,12.88391777964869
237,13.866340304084016
238,13.866340304084016
239,13.866340304084016
240,15.248344542127102
241,15.248344542127102
242,15.248344542127102
243,16.487748449461264
244,16.487748449461264
245,16.487748449461264
246,16.487748449461264
247,12.806115098676068
248,12.806115098676068
249,12.806115098676068
250,13.488321056283489
251,13.488321056283489
252,13.488321056283489
253,13.488321056283489
254,12.77724640466926
255,12.77724640466926
256,12.77724640466926
257,12.468088733644919
258,12.468088733644919
259,12.468088733644919
260,12.468088733644919
261,15.640820349765955
262,15.640820349765955
263,19.733503517847737
264,19.733503517847737
265,12.576568384157127
266,12.576568384157127
267,12.3290819371059
268,12.3290819371059
269,12.3290819371059
270,12.689708839937271
271,12.689708839937271
272,12.689708839937271
273,13.93781020562201
274,13.93781020562201
275,13.93781020562201
276,15.892695077495086
277,15.892695077495086
278,15.892695077495086
279,12.7840875281752
280,12.7840875281752
281,12.7840875281752
282,18.806170849745428
283,18.806170849745428
284,18.806170849745428
285,18.806170849745428
286,12.852456631127321
287,12.852456631127321
288,12.852456631127321
289,20.635143906582172
290,20.635143906582172
291,20.635143906582172
292,20.635143906582172
293,14.435951399970435
294,14.435951399970435
295,14.435951399970435
296,14.018413252822437
297,14.018413252822437
298,14.018413252822437
299,13.055619305661084
300,13.055619305661084
301,13.055619305661084
302,13.352387093069293
303,13.352387093069293
304,13.352387093069293
305,13.352387093069293
306,12.814889005974688
307,12.814889005974688
308,12.814889005974688
309,12.271930361132245
310,12.271930361132245
311,12.271930361132245
312,12.271930361132245
313,15.994479587120066
314,15.994479587120066
315,15.994479587120066
316,14.685784645708603
317,14.685784645708603
318,14.685784645708603
319,16.405003219755297
320,16.405003219755297
321,16.405003219755297
322,14.896487635514147
323,14.896487635514147
324,14.896487635514147
325,21.38175614621635
326,21.38175614621635
327,21.38175614621635
328,12.635690273405492
329,12.635690273405492
330,12.635690273405492
331,12.635690273405492
332,11.9713432295536
333,11.9713432295536
334,11.9713432295536
335,12.103860481164782
336,12.103860481164782
337,12.90068738872678
338,12.90068738872678
339,12.90068738872678
340,12.90068738872678
341,12.255940111005481
342,12.255940111005481
343,12.255940111005481
344,12.458893128013433
345,12.458893128013433
346,12.458893128013433
347,17.532828378326244
348,17.532828378326244
349,17.532828378326244
350,11.903181291844783
351,11.903181291844783
352,11.903181291844783
353,11.903181291844783
354,14.592374718820656
355,14.592374718820656
356,14.592374718820656
357,12.173312963284785
358,12.173312963284785
359,12.173312963284785
360,13.015186188659253
361,13.015186188659253
362,13.015186188659253
363,13.015186188659253
364,13.583426143350183
365,13.583426143350183
366,13.583426143350183
367,14.792585700431063
368,14.792585700431063
369,14.792585700431063
370,15.961792333417213
371,15.961792333417213
372,15.961792333417213
373,12.774872096845021
374,12.774872096845021
375,12.774872096845021
376,12.006409309443205
377,12.006409309443205
378,12.006409309443205
379,12.006409309443205
380,12.376064632759938
381,12.376064632759938
382,12.376064632759938
383,11.982779332903739
384,11.982779332903739
385,11.982779332903739
386,15.252636274582072
387,15.252636274582072
388,15.252636274582072
389,13.177679442745102
390,13.177679442745102
391,13.177679442745102
392,13.177679442745102
393,12.341762918091304
394,12.341762918091304
395,12.341762918091304
396,14.662871746706971
397,14.662871746706971
398,14.662871746706971
399,12.611557917744573
400,12.611557917744573
401,12.611557917744573
402,13.220082002582254
403,13.220082002582254
404,13.220082002582254
405,13.220082002582254
406,11.826446197049506
407,11.826446197049506
408,11.826446197049506
409,14.754425556118338
410,14.754425556118338
411,14.754425556118338
412,11.998436555723043
413,11.998436555723043
414,11.998436555723043
415,16.119496773620302
416,16.119496773620302
417,16.119496773620302
418,13.874098072632494
419,13.874098072632494
420,13.874098072632494
421,10.91174797376817
422,10.91174797376817
423,10.91174797376817
424,12.515699693695773
425,12.515699693695773
426,12.515699693695773
427,18.060441506997915
428,18.060441506997915
429,18.060441506997915
430,11.939252589847266
431,11.939252589847266
432,11.939252589847266
433,25.66450413327745
434,25.66450413327745
435,13.751988136075093
436,13.751988136075093
437,13.139334674052494
438,13.139334674052494
439,13.139334674052494
440,11.86514754891221
441,11.86514754891221
442,11.86514754891221
443,15.299604942168962
444,15.299604942168962
445,15.299604942168962
446,11.028203592566424
447,11.028203592566424
448,11.028203592566424
449,17.559439466046456
450,17.559439466046456
451,17.559439466046456
452,16.230263307327057
453,16.230263307327057
454,16.230263307327057
455,14.301129732972026
456,14.301129732972026
457,14.301129732972026
458,13.62700943413904
459,13.62700943413904
460,13.62700943413904
461,16.741814520405292
462,16.741814520405292
463,16.741814520405292
464,15.143127510851686
465,15.143127510851686
466,15.143127510851686
467,15.143127510851686
468,12.823973679199726
469,12.823973679199726
470,12.823973679199726
471,12.992812168423434
472,12.992812168423434
473,12.992812168423434
474,18.243153084031093
475,18.243153084031093
476,18.243153084031093
477,12.56632179396881
478,12.56632179396881
479,12.56632179396881
480,14.178966327922108
481,14.178966327922108
482,14.178966327922108
483,11.71202578596972
484,11.71202578596972
485,11.71202578596972
486,11.92578939800708
487,11.92578939800708
488,11.92578939800708
489,34.033066244007564
490,34.033066244007564
491,34.033066244007564
492,12.162281209432352
493,12.162281209432352
494,12.162281209432352
495,12.162281209432352
496,12.807013134053022
497,12.807013134053022
498,12.807013134053022
499,11.579819952142179
500,11.579819952142179
501,11.579819952142179
502,12.19407742439233
503,12.19407742439233
504,16.75384264347794
505,16.75384264347794
506,16.75384264347794
507,11.403657382172762
508,11.403657382172762
509,11.403657382172762
510,12.306838807816776
511,12.306838807816776
512,12.306838807816776
513,17.508250287724152
514,17.508250287724152
515,17.508250287724152
516,14.468884074467386
517,14.468884074467386
518,14.468884074467386
519,16.658038247069037
520,16.658038247069037
521,16.658038247069037
522,16.658038247069037
523,12.470649080324549
524,12.470649080324549
525,12.470649080324549
526,12.336402038013093
527,12.336402038013093
528,12.336402038013093
529,13.088279031613695
530,13.088279031613695
531,13.088279031613695
532,13.088279031613695
533,12.409354628182975
534,12.409354628182975
535,12.409354628182975
536,16.15331175259088
537,16.15331175259088
538,16.15331175259088
539,13.556720048608643
540,13.556720048608643
541,13.556720048608643
542,13.865419771401468
543,13.865419771401468
544,13.865419771401468
545,13.865419771401468
546,13.939191403787643
547,13.939191403787643
548,15.035999050131988
549,15.035999050131988
550,15.035999050131988
551,12.944485524899333
552,12.944485524899333
553,15.806975786924484
554,15.806975786924484
555,15.806975786924484
556,12.617120124578534
557,12.617120124578534
558,12.617120124578534
559,15.442257791980914
560,15.442257791980914
561,15.442257791980914
562,12.462174239050242
563,12.462174239050242
564,12.462174239050242
565,11.666419110438218
566,11.666419110438218
567,11.666419110438218
568,12.622787552813167
569,12.622787552813167
570,12.622787552813167
571,11.70695316764352
572,11.70695316764352
573,11.70695316764352
574,11.252004575302376
575,11.252004575302376
576,11.252004575302376
577,11.252004575302376
578,12.226732527999218
579,12.226732527999218
580,12.226732527999218
581,12.743866631867414
582,12.743866631867414
583,12.743866631867414
584,14.020365996108493
585,14.020365996108493
586,14.020365996108493
587,14.020365996108493
588,14.33519463512433
589,14.33519463512433
590,14.33519463512433
591,12.310335481919104
592,12.310335481919104
593,12.310335481919104
594,12.197104426924415
595,12.197104426924415
596,12.197104426924415
597,13.70419417814903
598,13.70419417814903
599,13.70419417814903
600,14.62818014638387
601,14.62818014638387
602,14.62818014638387
603,14.62818014638387
604,14.927355130615553
605,14.927355130615553
606,14.927355130615553
607,12.494320082090681
608,12.494320082090681
609,12.494320082090681
610,12.782277087371853
611,12.782277087371853
612,12.782277087371853
613,12.782277087371853
614,12.447734452580505
615,12.447734452580505
616,12.447734452580505
617,11.917512313364401
618,11.917512313364401
619,11.917512313364401
620,11.917512313364401
621,12.0506063768724
622,12.0506063768724
623,12.0506063768724
624,12.292492006929997
625,12.292492006929997
626,12.292492006929997
627,13.989316144266922
628,13.989316144266922
629,22.711015566323674
630,22.711015566323674
631,22.711015566323674
632,23.670208005572572
633,23.670208005572572
634,23.670208005572572
635,13.696676027839477
636,13.696676027839477
637,12.3096160464538
638,12.3096160464538
639,12.3096160464538
640,12.079557600390874
641,12.079557600390874
642,12.079557600390874
643,15.526844345300656
644,15.526844345300656
645,18.71460480058915
646,18.71460480058915
647,18.71460480058915
648,12.259778948927762
649,12.259778948927762
650,12.259778948927762
651,12.837242427699477
652,8.318673243047408
653,8.318673243047408
654,8.318673243047408
655,11.1261041545763
656,11.1261041545763
657,11.873177137924415
658,11.873177137924415
659,11.87759062450127
660,11.87759062450127
661,12.62532628332121
662,12.62532628332121
663,12.62532628332121
664,12.063734486207762
665,12.063734486207762
666,12.063734486207762
667,12.063734486207762
668,11.64644619994589
669,11.64644619994589
670,11.64644619994589
671,13.988194709702062
672,13.988194709702062
673,13.988194709702062
674,15.007207301349718
675,9.951751180653014
676,9.951751180653014
677,9.951751180653014
678,12.962253290624245
679,12.962253290624245
680,12.962253290624245
681,22.596356781453164
682,22.596356781453164
683,22.596356781453164
684,11.728781306775831
685,11.728781306775831
686,15.65346132320928
687,15.65346132320928
688,12.553500004177806
689,12.553500004177806
690,14.794749788699827
691,14.794749788699827
692,14.794749788699827
693,12.038186828127548
694,12.038186828127548
695,11.951349476679553
696,11.951349476679553
697,11.951349476679553
698,12.399214516470543
699,12.399214516470543
700,12.399214516470543
701,12.810974922980712
702,12.810974922980712
703,12.810974922980712
704,13.133586460705002
705,13.133586460705002
706,13.133586460705002
707,13.099980196139413
708,13.099980196139413
709,13.099980196139413
710,15.035317841326734
711,15.035317841326734
712,15.035317841326734
713,12.460753911559037
714,12.460753911559037
715,12.460753911559037
716,12.460753911559037
717,12.281536036974302
718,12.281536036974302
719,12.281536036974302
720,13.790487326255304
721,13.790487326255304
722,13.790487326255304
723,23.948074493232788
724,23.948074493232788
725,23.948074493232788
726,12.147696196042437
727,12.147696196042437
728,12.147696196042437
729,13.546676614726696
730,13.546676614726696
731,13.546676614726696
732,12.692385817150361
733,12.692385817150361
734,12.692385817150361
735,12.02220201320227
736,12.02220201320227
737,12.02220201320227
738,12.02220201320227
739,12.522286330391744
740,12.522286330391744
741,12.522286330391744
742,12.29617612531161
743,12.29617612531161
744,12.29617612531161
745,13.237291331412465
746,13.237291331412465
747,12.599693962505432
748,12.599693962505432
749,12.599693962505432
750,15.064242458521946
751,15.064242458521946
752,10.164315351443257
753,6.030228561292826
754,8.725325451795541
755,8.725325451795541
756,15.483002800813276
757,15.483002800813276
758,12.682566893288918
759,12.682566893288918
760,12.682566893288918
761,11.456624577777557
762,11.456624577777557
763,11.171784679406686
764,11.171784679406686
765,19.161926854197567
766,19.161926854197567
